GroomMB,BrideMB,GroomInc,BrideInc,Outcome
ISFJ,ENFP,51129.84,72536.3,Failure
INTP,INTP,45525.32,56846.46,Failure
ISFJ,ISFJ,47634.14,47280,Failure
ISTP,ENTJ,90856.36,70451.92,Failure
ENTJ,INFJ,85295.75,84113.84,Failure
ESTP,ISFJ,69901.57,51026.71,Failure
INTJ,INTP,86991.59,79609.81,Failure
ENFP,ISTJ,31306.94,76219.05,Success
INTP,ENFP,90693.16,89769.37,Success
INFP,ESFP,60570.51,80887.28,Failure
ESTJ,INFJ,80054.86,77653.16,Failure
ISTP,INFJ,94766.17,63615.05,Success
ESFP,ENTJ,57083.57,53519.73,Failure
ENTP,ENTP,64474.89,42017.17,Failure
ESFJ,INFP,85503.32,45948.89,Failure
ENTJ,ENTJ,48449.92,68823.8,Failure
ISTJ,ENFP,42844.9,71963.25,Failure
ISFJ,INTJ,65294.68,37330.24,Success
ESTP,ESTP,40973.93,83410.58,Failure
ESFP,ISFP,57343.51,90644.6,Success
INTJ,INFJ,48110.51,73158.24,Failure
ENTP,ISTP,35146.8,49625.76,Success
ESFJ,ENFP,39419.71,64292.43,Failure
ESTJ,ENTP,84082.33,40615.46,Success
ENFP,INTP,57846.05,45174.96,Failure
ESFP,ENTJ,59700.73,47550.29,Success
ENFP,ESTJ,94473.61,31332.89,Failure
INFJ,ESTP,91675.55,91149.25,Failure
ISFP,ISTJ,45709.46,73032.11,Success
ISFJ,ISTP,75324.28,67253.17,Failure
ENTP,ESTJ,72735.47,46406.5,Failure
INFP,ESFP,37383.08,53655.16,Failure
ENFP,ESTP,83218.95,33051.84,Failure
ISTP,ISTJ,96349.22,60743.72,Success
INTP,INTP,35887.5,35294.69,Failure
INFJ,INTJ,69462.12,79623.3,Success
INFP,ENTJ,47057.28,34792.99,Success
ENTP,ISFJ,32378.59,89145.48,Success
ESFJ,ISFJ,50614.73,37754.86,Failure
ESTP,ISTP,42632.2,63358.24,Success
ISTP,ISTP,78295.22,52189.73,Failure
INFP,ESTP,84379.42,77498.98,Success
ENFJ,ESTJ,97053.57,35842.67,Failure
ESFJ,ENFP,98486.45,84599.71,Success
ENFJ,ENFJ,51716.34,96547.21,Failure
ENTP,ISTJ,57579.67,99663.27,Success
ISTJ,ISFJ,62644.3,65552,Failure
ENFP,ENFP,34682,81487.22,Failure
INTP,INTP,73079.95,37432.49,Failure
ISFP,ESTJ,65785.9,94591.11,Failure
ISTJ,INTP,31197.09,59085.51,Failure
ENTP,ESTJ,62927.8,79245.25,Success
ISTP,ISTP,69412.29,40994.37,Failure
ESFJ,ENFP,33122.5,87551.87,Failure
ISFJ,ISFJ,87707.87,89873.62,Failure
ISTP,ENTP,47098.7,73659.35,Failure
ENTP,ESFJ,94990.91,91145.13,Failure
ESFJ,INTP,30962.16,90554.15,Success
INFJ,ISFP,79365.83,68794.67,Failure
ISFP,ESFP,30951.75,73217.23,Failure
ENTP,INTP,32437.81,63961.62,Success
ENFJ,ESTJ,73818.36,92823.17,Success
ISTP,ISTP,79467.82,45727.61,Failure
ENFP,ESFP,30341.27,42143.25,Success
INFJ,ISTJ,49863.1,94305.97,Success
ISTJ,ISFP,42924.64,40565.28,Success
ENTJ,ESTP,78812.51,47851.02,Failure
ISTP,ISTJ,46802.02,77477.69,Failure
ENFP,ISTP,70973.88,74336.35,Success
ISFJ,ISTJ,35006.62,90325.24,Success
ISFJ,ESTJ,72840.96,92495.41,Failure
ENFJ,ESTJ,82078.31,48872.78,Failure
ISFP,INTP,32200.64,38933.77,Failure
INFJ,ENTJ,92578.92,94954.26,Failure
ESFP,ENFP,38784.4,59315.82,Failure
INTP,ISTP,59909.11,91111.78,Success
INFJ,ISFJ,53862.43,70610.74,Success
ISTP,ESTJ,47799.8,69140.33,Failure
ISFP,ENTJ,45730.17,68195.18,Failure
ISTP,ISFP,35028.6,65344.69,Failure
ENTP,ESTJ,40544.8,68318.83,Success
ESFJ,ESTP,32600.71,84932.08,Failure
ESTJ,ESTJ,58347.26,55921.01,Failure
INTJ,INTP,66857.24,95617.41,Success
ESTP,ENTJ,96706.66,34475.32,Success
INTP,ISFJ,99571.38,98954.27,Failure
ENTP,INFJ,63781.07,73229.91,Failure
ISFP,ISTP,89139.55,74459.42,Failure
INTP,ESFJ,95540.84,41978.39,Success
INTP,ISTP,64583.63,51649.89,Failure
INFP,ISTP,35621.69,94160.15,Success
ESFP,ENTJ,53374.96,82518.14,Failure
ISTJ,ESTP,43960.3,47793.72,Failure
INTJ,ENTP,98587.98,77836.36,Success
ENTP,INFP,97859.35,73555.61,Failure
ISFJ,INTP,72647.34,40892.05,Success
INFP,ESTJ,60211.75,70072.41,Failure
ISTJ,ESTJ,54639.83,75357.48,Failure
INTP,ENTP,74613.14,83258.32,Failure
INTP,ESFP,90652.19,70432.18,Success
ISTJ,ESTJ,41726.84,65034.2,Failure
INFP,INFP,80733.23,67945.55,Failure
ESFJ,ISTP,65853.11,50592.98,Failure
ISTP,ISFP,49237.16,44851.02,Success
INTP,ESFP,83445.42,79061.69,Success
ESTP,ESFJ,75744.99,72804.82,Success
ENTP,INTJ,75548.77,66121.16,Failure
ISTP,ESFP,73290.68,60254.8,Success
ISTP,ENTJ,76137.52,43023.76,Success
INTJ,ISTP,35602.4,36778.51,Success
ISFJ,ISTP,37883.96,31097.77,Failure
ENFJ,INTP,36300.62,80474.47,Success
INFP,INTJ,79855.12,85962.06,Success
INFP,INTJ,80958.92,89134.36,Success
ENFP,ISFJ,45085.86,59967.35,Success
ESTJ,ENFJ,35897.48,61163.22,Failure
INFJ,ESTP,39116.06,76974.41,Failure
ESTJ,INFJ,36150.13,44732.22,Success
ENFJ,ISFJ,79891.36,81034.84,Success
INTP,ENFJ,55562.13,42731.87,Success
ISFJ,INTJ,36383.86,45351.3,Failure
ENTJ,ENFP,78735.45,88488.63,Failure
INTP,INFP,88822.16,40253.28,Success
ESTP,ESFJ,58477.82,82077.85,Failure
ENFP,ESTP,42762.93,48345.09,Success
ENFP,INTP,69319.16,90677.05,Success
ENFJ,ISFJ,92517.56,84717.65,Failure
ENTJ,ISFJ,60676.72,41835.53,Failure
ESTP,ISTJ,83227.1,97423.82,Success
INFP,ESFJ,57844.12,86515.1,Failure
ESFP,INFP,35417.12,45728.5,Success
ENFJ,ENFJ,96892.06,93234.35,Failure
INFJ,INFP,90922.03,56119.6,Failure
ESFP,INTJ,42520.95,86861.38,Success
ISTJ,INFP,71671.95,88922.1,Failure
ESTJ,ENFP,57950.82,58791.18,Failure
ESTP,ISFP,56431.46,33260.57,Failure
ESTP,ISFJ,36174.93,50815.12,Success
INTP,ENFP,60210.11,37950.47,Success
ESFJ,INFP,55622.72,77262.54,Success
ISTP,ENFP,75861.73,64492.71,Success
ENTJ,ESFJ,75287.01,56540.36,Failure
INTJ,INFP,80824.35,35376.4,Success
ESTP,ISFJ,35759.5,85497.83,Success
ENFP,ENTP,62552.68,97878.26,Success
ISFP,INTJ,97073.47,96427.66,Success
ENTJ,ENTP,82228.19,81324.58,Failure
ENTP,ISFP,77657.2,81899.63,Success
INTJ,ISFP,58604.66,88271.32,Success
ISTP,ESFP,88580.14,66944.57,Success
ESFJ,INFP,82961.92,69141.93,Success
ISTP,ISFP,81954.36,73734.88,Success
ISTP,ESFJ,34125.09,66123.92,Failure
ISFJ,ISTP,80403.32,32909.75,Failure
ENFJ,ENFP,89116.8,82415.44,Failure
ENTP,ESFP,91326.47,75880.37,Failure
INFJ,ISTP,43135.63,49051.4,Success
ISTJ,ENFP,42396.09,55582.83,Failure
ESTJ,INTJ,73777.32,92297.67,Success
ISTJ,ENTJ,80719.96,60468.51,Success
ENFP,ESFJ,87923.69,80074.78,Failure
ENTJ,INTP,30394.11,72309.3,Success
ESTP,ESTP,94873.45,93423.55,Failure
ENTJ,ISTJ,48531.04,35518.4,Failure
ISFJ,ISTP,67601.45,84172.81,Success
INFP,INTJ,85271.58,71867.99,Failure
ENTJ,ENTJ,97543.17,88600.59,Failure
ESTJ,ENTP,73285.34,99912.34,Failure
ISFJ,ENTP,58496.84,81572.34,Failure
ISFP,ISFP,63449.43,30772.36,Failure
ESFP,ISTJ,41942.37,40856.7,Failure
ESFP,INTJ,40455.31,37754.62,Failure
INFJ,ISFP,73138.18,71035.32,Failure
ENFP,ENTP,73224.27,38836.84,Failure
ESFP,ENTP,79914.83,65552.67,Success
INFP,ISTP,39067.5,44331.85,Failure
ISFP,ENFP,96413.12,92738.28,Failure
INFP,ESTP,67544.56,43801.67,Success
ENFJ,ENFJ,49882,74644.03,Failure
ESFP,ENFJ,57548.66,66112.8,Failure
INTJ,ENTJ,46786.35,71424.42,Failure
INTP,ENFJ,37004.9,59862.33,Failure
ENFP,ESTP,62300.15,38205.71,Failure
ENTJ,ESFP,96888.13,66825.52,Failure
ESTP,INFP,40714.86,32459.08,Failure
ESTP,ISFJ,73382.09,64731.46,Failure
ENFJ,ISTP,32748.75,72052.49,Success
ENTP,ISTJ,45439.9,78850.97,Failure
ESTP,INTP,65317.53,66733.17,Success
ESFJ,ISTJ,63911.86,97328.57,Success
ENFP,INFP,82307.85,67978.49,Failure
ISTJ,ENTJ,39468.61,64026.09,Failure
ESTJ,ENTJ,63434.96,59062,Success
ENFJ,ESFP,47782.01,67108.46,Failure
ISTP,ISTJ,57302.71,85461.59,Failure
ISTJ,ENFP,92534.85,57427.86,Success
INTJ,ISTJ,86793.07,57731.31,Failure
ESFP,ISFJ,32009.98,35418.15,Success
ISFJ,ENFJ,98332.89,39903.88,Success
ESTP,INFP,47626.69,88299.07,Success
ESTJ,INTJ,94038.97,91208.4,Failure
ESFP,ESTJ,95211.23,76848.12,Failure
INFP,ISTP,72329.74,31357.36,Failure
ISFP,INFP,86009.87,52033.34,Success
ESFP,ESFJ,38695.73,77182.6,Failure
INFJ,ESTJ,89147.04,58466.52,Success
ESFP,INFJ,79492.86,68954.73,Failure
ISTJ,ISTP,68495.18,88066.58,Success
ISTJ,ESTJ,36515.33,92345.25,Failure
INTP,ENTJ,42736.75,46230.84,Failure
ISFP,INFP,85358.53,83829.32,Success
INFJ,ESFP,54079.92,45434.22,Success
ESFP,ISTP,89303.49,82596.21,Failure
INFP,ENFJ,98814.94,63216.78,Success
INTJ,ISFJ,62076.61,45514.39,Failure
INFP,ISTJ,73281.23,96417.77,Success
ISTP,INTJ,60283.58,54455.56,Success
ENFP,INTJ,87096.21,72922.65,Failure
ENTP,INTJ,42308.01,58577.57,Success
INFP,INFJ,48276.22,30660.22,Success
ESFP,ENFP,84387.14,48654.28,Success
ISTP,ENFP,49112.17,70197.17,Failure
ISFJ,INTP,30539.23,86943.84,Failure
ENTJ,ESTP,87560.04,57822,Failure
ISFJ,INTJ,85059.62,35345.96,Success
ENTJ,ESTP,47503.76,70950.91,Success
ISTP,ESFJ,79532.03,56840.22,Success
ESTP,ESTP,71802.7,39677.53,Failure
INTJ,ISTJ,39650.15,33592.54,Failure
INFJ,ENTP,79936.63,71185.92,Success
ENTP,ENFP,45539.13,36615,Success
ESTJ,ENTJ,31119.5,57774.81,Failure
ESTP,INTJ,55314.09,56410.4,Success
ESFP,ISTJ,56243.77,82564.79,Success
ESFJ,ESTJ,63715.93,60433.94,Failure
ENTP,INTJ,52236.34,59486.32,Success
ENTJ,INFJ,30050.59,75512.35,Success
INTP,ESFJ,73645.03,88507.09,Failure
INTJ,ESFJ,89404.81,38404.13,Success
ESFJ,INFP,62990.63,90171.13,Success
ENFP,INFP,54279.33,90229.47,Success
INTJ,INTP,71500.65,92927.08,Success
ENTJ,ESFJ,43816.89,62235.69,Success
ENFP,INFJ,98515.26,72101.99,Failure
ESTP,INFP,42210.52,99916.93,Success
INFJ,INFJ,65566.81,95702.82,Failure
INTP,ESTP,97511.06,96072.22,Success
ESFJ,ISFJ,30978.81,50898.9,Success
ENTJ,ENFP,79163.81,59358.23,Success
ENFJ,ESFJ,48922.44,31221.48,Failure
ENFP,ESTP,33775.79,85139.45,Success
ISFJ,ENTP,93536.89,46354.36,Success
ESTJ,ENTP,55898.91,99689.49,Failure
ISFP,INFP,56955.3,49133.4,Success
ISFJ,ENFJ,89515.35,43454.07,Success
ENTP,ISTJ,33580.4,55030.87,Success
INFP,ISTP,96021.54,76678.17,Failure
ESTJ,INFJ,58391.25,46219.86,Failure
ENTJ,ESTP,57792.73,68872.26,Success
ISFP,ESFP,73820.28,34663.47,Success
ENFP,INTP,31459.79,65194.45,Success
INFJ,INTP,99140.93,94036.22,Failure
INFJ,ESFP,75733,83220.35,Failure
INFJ,ESTP,36251.56,50917.26,Failure
ENFP,ENTJ,68973.16,98099.32,Success
ESFJ,INFP,81851.65,71742.32,Failure
INFP,ESFP,40511.03,57566.19,Failure
ENFJ,ISFJ,87181.88,88426.99,Success
INTP,INFP,83821.92,41118.89,Failure
ENTP,INTP,30042.28,35071.85,Success
INFJ,ESFJ,30843,39700.97,Failure
ESFJ,ESFJ,78999.33,57232.8,Success
ESFP,ISTJ,30934.2,34063.51,Success
ENTP,ENTJ,60802.16,39688.53,Success
ESTJ,ESFP,74466.03,53662.84,Success
ENFJ,ESTP,69351.93,89665.96,Success
INFJ,INTJ,55906.62,95824.48,Success
ESFP,ENFP,58100.56,55093.43,Success
ESTJ,INTP,53522.92,37434,Failure
ESFJ,ESTP,85421.64,93814.25,Success
ENTJ,ISFJ,48234.28,52892.26,Failure
ENTP,INTJ,34824.97,97649.12,Success
ENTJ,ISTP,78473.76,81193.74,Success
ESTJ,ESFJ,65250.43,94495.88,Failure
ENTJ,INFJ,77425.28,85562.35,Success
ISFJ,ESFJ,94025.54,71375.33,Success
ESTP,ESFP,40114.03,37826.31,Success
ENTJ,INTP,30828.42,92800.32,Success
ISTP,ESTP,76809.94,67142.6,Success
ESTJ,ISTP,89116.65,82359.87,Failure
ISTJ,ISFP,32017.66,75500.65,Failure
ENFP,INTP,71529.86,73173.89,Success
ESFP,INTP,54315.69,53259.34,Failure
ESTP,ENFP,78256.19,49798.1,Success
ESTJ,ESFJ,70971.13,94294.74,Failure
INFP,ENFJ,70237.3,33060.06,Success
ESTP,INFP,33624.52,61679.17,Success
ENFP,ENTP,81230.48,96398.6,Success
INFJ,INTJ,36007.16,61283.18,Success
ENTJ,INTJ,30811.69,97337.52,Success
ENFP,ESFP,56233.61,32501.51,Failure
ESTJ,ENFP,52709.97,76746.57,Failure
ESFJ,ESFJ,85759.15,52087.56,Failure
ISFP,INFJ,53334.33,48682.03,Success
ENTP,INFP,75749.9,30100.36,Failure
ESTJ,ESTJ,39975.55,93902.54,Failure
INFJ,INTJ,78580.87,54188.8,Failure
INTJ,ESFP,74954.67,89821.11,Failure
ESTJ,ISFP,62110.91,68311.43,Success
ENFP,INFP,88863.26,60508.45,Success
ESFP,ESTP,80414,69488.08,Failure
ESFJ,ESTJ,71980.21,64332.5,Failure
ESFJ,ENFP,79078.89,85305.35,Failure
ISFJ,ENTJ,89176.5,78359.57,Success
ESFJ,ISFJ,40551.07,63238.45,Failure
ESTP,ENFP,65642.42,99430.64,Failure
ESTJ,ENTJ,73275.48,84740.5,Failure
ESFP,ENFJ,93788.73,81970.26,Success
ESFP,ESTJ,37174.09,69065.75,Success
ESTJ,ENTJ,45814.83,66133.36,Failure
ISFP,ISFP,99064.78,95624.28,Failure
INFP,ENTP,69529.09,40712.39,Success
ENFP,ENTJ,65838.22,38019.49,Failure
ENTJ,ESFJ,56677.64,60672.55,Success
ESTP,ENTP,86086.81,52700.88,Success
ESTP,INTP,94600.34,96383.69,Success
ISFJ,ESFP,46176.99,44832.08,Success
INTP,ENTJ,65786.48,81519.79,Failure
ENTP,INTP,35235.98,78416.39,Success
ENFP,ENTP,39821.01,92996.47,Success
INFP,ENFP,92236.16,92991.8,Failure
ESTJ,ESFP,55859.76,47345.83,Success
INTJ,ESFJ,80244.33,72773.4,Success
ESTP,ISFJ,69882.89,75868.2,Success
INFJ,ISFJ,81242.87,90850.64,Success
ESTJ,INFJ,60708.81,47292.28,Failure
ISFJ,ENTJ,56619.02,52254.64,Success
ENTJ,ENTJ,72944.9,60357.45,Failure
ISTP,INFP,73175.69,86364.57,Failure
ESFP,ESFP,81909.41,81732.1,Failure
ESTJ,ESFJ,99896.32,72442.17,Success
ISTP,ISFP,66014.64,71804.35,Failure
ISTP,ISFJ,56230.5,91566.82,Failure
ISFP,ESFJ,71321.85,81822.27,Failure
ISTJ,INFJ,72834.02,79758.59,Failure
ESTJ,ESFJ,40764.38,67267.87,Failure
INTJ,ISFJ,94602.3,48775.23,Failure
ESTP,ENTP,30529.74,35227.86,Failure
ESTJ,ENFJ,81666.18,41031.25,Success
ENTP,ESFP,92069.12,44326.91,Failure
ESFJ,ESFJ,42744.26,30517.95,Failure
INFP,ISTJ,45162.17,30780.24,Failure
ENTJ,ESTJ,60916.79,78540.27,Success
ENTP,ENFP,73229.72,51716.26,Success
ENFP,ENTJ,49151.33,47470.56,Failure
INFJ,ISFP,60837.45,56700.78,Success
ESFJ,ESFJ,47963.11,51149.92,Failure
ESTJ,ESTJ,79634.36,70686.84,Failure
ISTJ,ISFJ,50878.02,68087.38,Failure
INFP,INFP,78149.01,75500.33,Failure
ESFJ,INFP,62976.24,71109.84,Success
INFJ,ENTP,98665.34,50142.98,Success
INFJ,ENTJ,34201.42,57903.43,Failure
ISTJ,ENFJ,46318.07,81599.78,Failure
INTJ,ENTJ,76385.81,65173.5,Success
ENTP,ENTP,46365.61,99632.47,Failure
ISTJ,ESFJ,34596.72,45980.26,Success
ENFP,ESTJ,81634.98,59879.65,Failure
ISFJ,INTJ,85514.65,40211.22,Success
ISTJ,INTP,50819.8,57198.76,Failure
ENFJ,INTJ,54164.48,97501.15,Success
ENFJ,ESTP,42807.79,32924.74,Failure
ISTP,ENFP,90836.71,91730.64,Failure
ENTJ,ESFJ,95128.61,54851.62,Failure
INFJ,ISTP,87329.79,65105.74,Failure
ESFP,ISFP,83994.45,76536.54,Failure
ISFJ,ESTJ,36663.6,46747.5,Failure
ISTJ,INTJ,63296.04,35446.7,Success
ESFJ,ESTP,94891.51,60430.45,Failure
INFP,INFP,31965,41607.83,Failure
ENTJ,ENTP,59528.45,90191.69,Success
ISTP,INTP,61202.06,64263.94,Failure
ENFP,ESTP,89329.26,41580.08,Failure
ESTP,ENFP,58116.84,67767.63,Failure
ISFJ,ISFP,71274.2,87568.99,Success
ESFP,ESTP,98876.32,48943.84,Failure
ENFJ,ISTP,64021.23,46758.21,Failure
ISFP,ISFP,45572.75,62135.24,Failure
ENTP,ESFP,54277.61,84409.47,Success
INFJ,ENFP,66276.24,99911.11,Failure
ESTP,ISTJ,35747.88,92850.45,Success
INFP,INTP,59655.12,99121.07,Success
ENFP,INFJ,46190.52,69620.27,Success
ESFJ,ISTP,34116.31,59626.85,Success
ENTJ,INTP,53610.92,72003.65,Success
ENFP,ENFP,93813.39,31650.23,Failure
ENTP,ISTJ,38182.47,88943.57,Success
ESFP,ENFJ,63198.34,63100.11,Success
INTJ,ESTP,39080.57,85557.99,Failure
ISFP,INTJ,82045.65,84679.98,Failure
ESTP,INFP,71444.74,33463.94,Failure
INFJ,ISTJ,65277.32,81710.24,Success
ESFP,INFP,36616.26,48561.59,Success
INTJ,INTJ,36465.27,74483.33,Failure
INFP,ISTP,60642.57,86193.76,Success
ESFP,ISFP,76227.74,53035.94,Failure
ESTJ,ENFP,84603.52,50975.15,Success
ESTP,INFJ,37260.05,71987.43,Success
ISTJ,ENTJ,38250.3,74769.8,Failure
ESTJ,ISTP,82492.7,48812.85,Failure
ENFP,ENTP,97134.61,63396.61,Failure
ISFJ,ISFP,54279.7,43102.02,Failure
ESTP,ISFP,48882.05,40012.63,Failure
ENFP,ENFP,70324.98,60518.81,Failure
INFP,ESFP,66518.79,59580.64,Success
ESFJ,ENFJ,72826.32,88005.51,Failure
ISTP,INTP,75600.29,56185.73,Success
ENTJ,ISFJ,50544.43,57961.76,Success
ENFJ,ESTJ,72505.12,66358.26,Failure
ESTP,ISTP,43372.47,79016.15,Success
ESFP,ISFP,66632.98,76337.33,Success
ESFP,ENTJ,79104.99,60754.89,Success
ISFP,ENFP,71543.74,58147.15,Success
ISTJ,ESFP,98730.47,38199.26,Success
ENFP,ESTJ,52238.24,63255.11,Success
ENTP,INTJ,75048.35,98008.64,Success
ENFP,ENTJ,65142.41,96768.15,Success
ESFJ,ESFP,58180.11,38693.9,Failure
ESFP,INFP,91324.26,99249.09,Success
ESTJ,ENFP,42547.39,67586.23,Failure
INTJ,ESTJ,49638.51,38609.67,Success
INFP,ENTJ,79717.62,35986.07,Success
ENFJ,ISFP,31044.97,99517.24,Success
INFP,INFJ,50255.14,83580.07,Failure
ISTP,INFP,97451.81,82176.6,Success
ENFP,ENTP,93098.1,95359.91,Success
ESTP,ISTJ,64418.46,57732.39,Failure
ISTP,ESTJ,52429.1,40150.21,Success
ISFJ,ESTJ,52694.9,90408.08,Failure
ESFJ,ENFJ,61775.39,48429.25,Success
ESFP,ISFJ,45653.54,97153.63,Success
ESTP,ENFJ,84909.54,47987.93,Success
ENFJ,ISTJ,31497.86,80510.09,Success
ISTP,ISTP,52041.74,98363.03,Failure
ISFP,INFJ,98554.76,35435.98,Success
ISTJ,ENFJ,65114.6,77205.6,Failure
ISTJ,ENFJ,39812.92,32883.18,Success
ESTJ,ISFJ,45200.7,46332.13,Success
ESTP,INFP,92461.07,48700.9,Failure
ENFJ,INTP,91241.98,88031.99,Failure
ENTP,ESFP,63552.57,30685.81,Failure
ISFJ,INFP,37024.26,92308.19,Failure
INFP,ENFJ,39715.08,83552.1,Failure
INTJ,ENFP,30823.52,84553.64,Failure
INTP,ENTP,69643.76,86537.72,Failure
ISTP,ESFJ,54006.37,98951.96,Failure
INTJ,ISFP,90303.22,35794.15,Failure
ESFP,ENFJ,59245.86,41796.84,Success
INFP,ENFP,76130.41,36905.72,Success
ENFJ,ENTP,41752.64,46411.88,Success
ISTJ,INTP,48304.82,53685.66,Failure
ESTJ,ISTP,38057.32,76279.28,Success
INTP,INFP,80665.63,58819.37,Success
INTJ,ISTJ,58180.4,60225.6,Success
ESFP,ENFP,42182.52,71868.13,Failure
ENTP,ESFJ,30372.69,90311.11,Success
ESFP,ENTJ,65965.72,96548.12,Failure
ISFJ,ENTJ,34224.74,53640.53,Failure
ISTP,ENTJ,67601.25,53176.25,Success
INTP,ENTJ,75205.7,60709.02,Failure
ENTJ,ENTP,89379.89,96105.84,Success
INTP,INTJ,68658.67,87056.65,Failure
INTJ,ENFJ,69537.41,65768.15,Success
ENFJ,ISTP,53199.62,71019.11,Success
ISTP,INTP,43067.05,35270.8,Success
ISTP,ISFP,76801.08,98165.94,Failure
ISTJ,ENFP,31155.11,54411.04,Success
ESFJ,ISTJ,96732.84,73522.81,Failure
INTJ,ENFJ,76666.54,44192.58,Success
INFP,ESFP,68001.22,48292.09,Success
ENFJ,ESTP,86520.79,38816.45,Failure
ENTJ,ESFP,34873.94,96837.7,Success
ESFJ,ESFP,64733.02,72104.13,Success
INTP,INFP,76359.37,46128.15,Success
ESFP,ESTP,63242.61,99567.42,Success
ESFJ,ISFJ,63735.71,51621.63,Failure
INTJ,INTJ,65297.96,77247.82,Failure
ISFP,ISFP,55095.88,43801.55,Failure
ISTP,ISTJ,86567.51,46507.43,Success
ISFJ,INFP,57796.71,81563.64,Failure
ESFJ,ENTJ,73370.14,86578.21,Failure
ENFP,ESFP,61939.17,31640.16,Failure
INFP,ISFP,54397,31460.12,Failure
ESFP,ISFP,77144.04,30832.05,Failure
ENFP,ESFP,31124.24,81841.77,Success
ESFJ,ISTJ,76384.86,85395.96,Success
ISFJ,ENFJ,46379.99,57164.57,Failure
ENFP,ISFJ,92457.5,31930.02,Failure
ENTJ,ISTJ,78013.3,85557.22,Success
INTP,ISFP,81867.28,59703.32,Failure
ISTP,ENTJ,38874.09,50714.51,Success
ENTP,ENFP,74584.25,31772.46,Success
ISFP,INTP,63186.51,45381.96,Success
ISTP,ENFJ,68020.25,88747.6,Failure
ISTJ,INTP,64884.44,92646.94,Failure
ENTP,ENFP,35219.49,48204.93,Failure
ISTJ,ISTP,56936.18,78556.47,Success
INFP,ENTP,47585.64,82807.6,Failure
ENTP,ENFP,63860.07,91033.74,Failure
ISTJ,INFP,42511.73,66768.41,Failure
ESFJ,ENTJ,90727.37,60126.93,Success
ISTJ,ISTP,73920.35,97487.93,Failure
INTJ,INFJ,85747.82,85237.08,Success
ISFJ,INTP,95390.47,83243.37,Success
ESFJ,ISFP,34640.46,44786.69,Success
ISTP,ENTP,87852.94,34846.04,Success
ISTJ,ESFP,30770.24,34863.99,Failure
ENTP,ENTP,85056.47,49671.98,Failure
ENFJ,ISTP,92067,66673.21,Failure
ENTJ,INFJ,55454.84,54609.57,Failure
ENFJ,INFP,99989.33,42791.02,Failure
ENTP,ENTJ,46815.96,47094.66,Failure
ESTP,ISTJ,58960.98,81113.99,Success
ESTP,INFP,65732.81,85723.19,Success
ESTJ,ENFP,80799.22,85556.6,Failure
ISTJ,ENFJ,46273.06,85522.58,Success
INTJ,ENFJ,91097.46,31199.03,Success
INFJ,ENTJ,56147.18,45710.58,Success
INFP,INTJ,81778.99,66225.61,Failure
ESTJ,INFJ,48903.43,51161.83,Success
ISTJ,ENTP,52852.19,99047.28,Failure
ESTJ,INTJ,63120.83,77142.72,Success
INTP,ESFP,82581.69,50324.31,Success
ISTP,INTP,34124.56,43248.09,Failure
ENTJ,ESTJ,52224.35,31497.36,Failure
ISFJ,ESTP,97493.84,74308.8,Success
ESFJ,ESFP,71980.62,52814.89,Failure
ESTJ,ESFP,73801.15,98340.98,Failure
ENTJ,ISFJ,76599.91,58004.01,Failure
INFP,ISTJ,82159.17,40097.48,Failure
INFP,ESFP,33085.23,76695.22,Failure
INFP,ENFJ,59678.68,33601.14,Success
ISFP,ENTP,82685.29,49134.32,Success
ISTJ,ESFJ,47288.21,61271.66,Failure
ISTP,ENFP,56548.73,84455.09,Failure
INFP,ESTP,49081.08,37262.25,Success
ENTJ,INTJ,36319.79,76956.31,Failure
ENFJ,ESTJ,80138.52,88053.1,Success
INTJ,INTJ,90763.41,49377.79,Failure
ISTJ,ESTP,72980.9,54295.69,Success
ENFJ,INFJ,94285.94,82466.43,Failure
INFJ,INTP,55403.34,42523.86,Failure
INFJ,ENTJ,52596.74,30916.79,Success
ENFJ,INTJ,42618.38,50949.81,Success
INTP,ISTP,95303.36,98650.16,Success
INFP,ENTJ,94588.74,76654.8,Success
ISFP,ESTP,30834.63,30807.87,Success
INTP,ESTJ,92411.27,77496.17,Success
ESTJ,INTP,45028.31,62360.37,Success
INTP,ENFP,88402.56,43318.7,Success
ISTJ,ESFJ,93837.99,55616.6,Success
ENTP,ENTP,86129.64,33724.54,Failure
ISFP,INFJ,97749.84,94041.63,Success
INFJ,ISFP,62424.56,88165.78,Success
ESTP,ENFP,78655.64,48888.16,Success
ESTJ,ISTJ,70115.11,84274.27,Success
INTP,ESFP,72514.18,53144.04,Success
ESFJ,ENTP,89787.82,33594.7,Success
ENFJ,ISFJ,75655.3,30767.68,Failure
ISFJ,ENFP,64890.67,43147.68,Success
ENTJ,ESFJ,69051.42,40659.57,Failure
INFP,ISFP,64104.73,38409.71,Failure
ESFP,ESFJ,80261.01,99455.52,Failure
ISFJ,ISFJ,77310.63,48475.15,Failure
ISFJ,ISFJ,51260.79,45532.07,Failure
INTJ,INTJ,64837.28,60497.32,Failure
ISTJ,ESTJ,32818.74,80655.38,Failure
INTP,ISTP,73427.95,85953.36,Success
INTJ,ESFP,80633.7,49626.55,Success
ENTJ,ENFP,92813.42,46250.51,Success
ESFP,ISFP,86339.9,69546.16,Success
ISTJ,INTP,97210.65,92169.78,Success
ENTJ,ISFJ,76443.9,73584.84,Failure
